날짜,가산동,구로3동,논현2동,대치4동,문정2동,방배1동,삼성1동,삼성2동,상암동,서교동,서초2동,서초3동,성수동,송파2동,신당동,압구정동,양평2동,여의동,염리동,용강동,중림동,청담동,효창동
2019-01-01,3.556032664,2.99537,2.11805,4.21014,2.24783,2.16996,19.27529,1.47952,4.16342,41.77437547,3.67024,26.87016,15.40777,0.67486,0.86694,8.768098228,3.10958,9.313181926,2.21149,1.45356,0.33224,5.58064,0.48279
2019-01-02,3.447020234,3.338,3.50931,5.88174,2.22187,1.95711,14.52006,2.27378,3.26013,39.25140289,3.6339,36.60385,10.15937,0.69563,0.87213,10.79270705,2.741,7.999782573,2.69947,1.24591,0.49836,5.1861,0.353
2019-01-03,3.800022731,3.73254,3.90385,6.78502,2.85521,2.43471,17.99304,3.10958,3.6391,41.59786987,4.21014,41.14623,11.42085,0.68006,0.99153,12.05938257,3.23417,10.16455511,3.30685,1.6093,0.59699,6.13092,0.37896
2019-01-04,4.428177227,4.63583,4.67216,6.84732,3.33281,2.84483,20.03841,3.26532,3.81041,48.4503962,5.25359,46.82552,13.09245,0.79946,1.0694,13.85038582,3.92462,10.57467559,4.05959,1.94673,0.60219,7.08612,0.37896
2019-01-05,4.480085244,3.9973,4.59949,6.74868,3.08363,2.57488,25.68135,2.78772,4.02844,65.22868064,5.91808,47.66131,19.60234,0.94481,1.64045,17.74905267,4.1115,11.26511586,3.96615,2.0246,0.58661,8.43586,0.39973
2019-01-06,3.883081066,2.9227,2.89155,5.05632,2.83964,2.45548,20.12666,1.89482,3.84156,49.1667936,5.62736,34.19508,16.78347,0.88252,1.32897,13.21704598,3.43144,9.588322715,2.88636,1.56777,0.4153,7.03421,0.53989
2019-01-07,3.670243391,3.65986,3.69101,6.18802,2.67351,2.34646,14.60312,2.40357,3.56123,37.60060128,4.62025,36.7492,11.6337,0.80465,0.96558,10.80309666,3.43664,9.053624941,3.21341,1.63525,0.62295,5.94922,0.41011
2019-01-08,3.753300327,3.85713,4.3555,7.00306,3.17188,2.43991,17.68156,2.94865,4.26205,39.25142875,4.94211,39.21507,12.48507,0.76831,0.88771,11.92441117,3.54046,10.02959424,3.58199,1.85848,0.63852,6.48393,0.37377
2019-01-09,3.862322304,4.01806,4.39183,6.73311,3.08882,2.54892,18.55889,2.77215,3.89866,39.56288408,5.87655,41.19296,10.9744,0.76831,1.07979,12.78616966,3.53008,9.500069193,3.24975,1.84291,0.64891,6.14649,0.48279
2019-01-10,4.490462106,3.90385,3.9921,6.84732,3.04729,2.64237,19.41545,2.88636,3.83117,41.45769396,6.75388,40.14431,11.74271,0.68006,1.03825,13.20664928,3.96615,10.22685086,3.59757,1.89482,0.6541,6.27628,0.31666
2019-01-11,4.391832599,4.62025,4.29839,7.32492,3.83637,2.95384,23.79172,2.87078,4.37626,48.88127752,6.37491,45.30966,13.70503,0.82541,1.37569,15.80750318,3.85194,10.87577056,3.89347,2.21668,0.68525,7.7558,0.34262
2019-01-12,4.397025917,4.02325,4.75523,7.26781,3.48855,2.96942,31.45927,3.08363,4.60987,64.72510587,9.80636,48.61651,19.84114,1.23033,1.39645,20.50043123,3.6391,11.47795272,4.21014,2.0246,0.47759,9.20936,0.64891
2019-01-13,4.225716277,3.01095,3.57161,5.52873,2.54892,3.14592,24.4614,2.2063,3.77407,49.53538112,8.71619,35.70575,17.40642,1.02787,1.31339,13.68425862,3.48336,10.19051245,3.0421,1.83771,0.51393,6.89923,0.45683
2019-01-14,3.55083994,3.7533,3.76369,6.57218,2.67871,2.41395,15.65695,2.18034,3.64429,37.41371153,5.129,35.47733,11.07304,0.70082,0.88252,11.11976446,3.50412,8.700621766,3.4574,1.94673,0.57623,5.22763,0.28552
2019-01-15,3.971333872,4.32435,4.21014,6.65005,3.10958,2.49701,17.31298,2.98499,4.31916,38.46232018,6.06862,38.52982,11.41047,0.69044,1.04345,12.79135174,3.88309,10.26838276,3.28609,2.53335,0.56066,6.46835,0.31147
2019-01-16,4.095931083,3.8727,4.48528,6.84732,3.0992,2.70985,17.40123,3.10958,3.48855,41.379819,6.38529,41.0476,12.4643,0.78388,0.98634,12.71348532,3.73773,9.198971269,3.84156,2.13362,0.61257,6.07901,0.31666
2019-01-17,4.173798567,4.25686,4.38145,7.35087,3.38991,2.64756,18.26299,3.17188,4.04402,42.01840176,6.50469,41.28121,13.19109,0.81503,0.99672,13.47662072,3.72216,10.35144994,3.6962,1.94154,0.71639,6.82136,0.38415
2019-01-18,4.262048912,4.93173,5.00441,7.39241,3.60276,2.83964,18.52255,3.14592,3.70658,48.9072289,6.95114,46.60748,14.51487,1.01749,1.24072,15.08590794,4.55276,11.84654341,3.90385,2.23225,0.75273,7.25743,0.48798
2019-01-19,4.111507804,3.73254,4.72408,7.60525,3.2186,2.82925,23.45429,3.02652,4.29839,63.99833244,9.37029,49.17717,21.24798,1.16804,1.4899,20.02283461,3.91943,12.52140961,3.97653,1.96231,0.44645,9.15745,0.68006
2019-01-20,3.649481791,3.14592,3.35877,5.9025,2.45029,2.83444,19.09879,2.16996,4.10112,52.66053623,9.68177,36.30794,17.96189,1.0123,1.34454,14.69137603,3.88828,10.37739592,3.14592,1.47432,0.4724,6.90442,0.63333
2019-01-21,3.519702557,3.86232,3.53527,7.01344,2.73581,2.35165,14.59274,2.43471,3.53008,39.78095393,5.44048,36.04838,12.22551,0.65929,1.12651,11.23397441,3.5145,9.131500075,3.47817,1.58853,0.48798,5.67928,0.46721
2019-01-22,3.405491445,3.61314,4.25686,7.31973,2.89155,2.67351,17.04822,2.90193,4.04402,40.58037842,6.82136,37.90167,13.40393,0.81503,1.17323,13.38315974,3.7533,10.30991164,3.43144,1.90001,0.56585,6.09458,0.45164
2019-01-23,3.592377024,4.01806,4.44894,7.08612,3.20822,3.03691,22.6133,3.05248,3.31724,40.02489734,6.57218,40.09759,12.32414,0.92405,1.28225,14.21895548,3.8156,10.40854271,3.44183,1.68717,0.66448,6.323,0.34781
2019-01-24,3.935002381,3.67543,4.78118,6.75907,3.5145,2.83444,22.94035,3.2757,3.96615,39.35005844,6.59814,39.80169,13.99055,0.88771,1.0123,13.12879733,3.80003,10.49161941,3.70139,1.69755,0.51393,6.46835,0.48798
2019-01-25,4.230901599,4.56315,5.00441,7.05497,3.50931,2.60084,21.91766,3.30166,4.00249,46.29083592,7.32492,45.50693,15.14302,1.03825,1.22514,15.7555988,4.07517,10.69407092,3.64948,1.91039,0.59699,7.14841,0.45683
2019-01-26,4.620245279,3.28609,4.72927,7.48066,3.38472,3.18745,24.00456,3.0421,4.27763,63.91525761,10.76156,49.42636,20.76519,1.01749,1.6093,20.54715424,4.09593,11.24953681,4.1167,1.83771,0.65929,9.19898,0.61257
2019-01-27,4.054403538,2.71504,3.44702,5.07709,2.77734,2.43471,19.69578,2.41395,3.56123,50.11679375,9.96729,36.69729,17.67637,1.12651,1.33416,13.99573881,3.62352,10.03996803,3.13035,1.57296,0.49836,6.86808,0.64891
2019-01-28,3.623516587,3.03171,3.54565,6.5618,2.60084,2.59045,14.52006,3.01614,3.55084,40.1287421,4.80195,36.25603,12.04381,0.78907,1.12132,11.5765887,3.22379,9.287229755,3.20822,1.50028,0.51912,5.07189,0.50874
2019-01-29,4.075162478,3.71177,4.70331,7.0965,3.37434,2.76177,15.6881,3.03171,3.80003,38.25467899,6.96153,37.89129,12.18397,0.72159,1.04864,12.94190563,3.48855,9.712909108,3.18226,1.52624,0.55027,5.85578,0.57104
2019-01-30,3.893472193,3.64429,3.77926,6.35415,3.07324,2.55931,16.05668,2.72543,3.62871,38.00549791,7.14841,36.79073,11.52468,0.73716,0.95519,12.44873166,3.32762,9.790784279,3.42625,2.07651,0.58661,5.66889,0.39453
2019-01-31,3.426252295,3.42106,3.82079,6.89923,3.26532,2.85002,15.03919,2.91231,3.20822,37.06588641,6.7383,37.1697,10.98998,0.69044,1.00711,11.67523739,3.56642,8.705804106,2.91231,1.87925,0.57104,5.48201,0.32705
2019-02-01,3.540457839,3.96096,3.67543,6.07382,2.97461,2.34646,16.15532,2.52297,3.32762,41.07354349,7.46508,38.14566,12.19436,0.89809,1.05902,13.24299841,3.3951,8.679844783,3.18745,1.7858,0.46721,5.89212,0.39453
2019-02-02,3.524883511,3.38991,3.09401,5.0096,2.37761,2.144,18.64714,2.00384,3.10958,51.71571742,8.85635,34.94782,15.49083,0.93443,1.08498,14.44737535,3.12516,9.37028695,3.00576,1.62487,0.32705,7.16918,0.46721
2019-02-03,2.725428861,2.68909,1.92597,3.67024,1.88963,1.547,18.91709,1.09536,2.50739,36.63497273,6.98748,23.5062,10.70445,0.7112,0.97596,9.214545195,2.5022,7.849238813,1.98826,1.51585,0.22322,4.79156,0.26475
2019-02-04,2.268589292,2.07651,1.43798,2.5022,1.50028,1.24591,11.9919,0.81503,2.54373,34.7142237,4.68255,19.31682,11.43643,0.58661,1.11612,7.080930675,1.95192,6.551421531,2.06613,1.2511,0.2336,4.15823,0.27513
2019-02-05,1.967494978,1.7287,1.26148,1.95192,1.63006,1.10055,11.59736,0.75273,2.40357,31.55790917,4.89539,18.05014,11.02631,0.38415,0.97077,6.047853709,1.85329,6.141302591,1.77023,1.26148,0.14016,3.57161,0.28033
2019-02-06,3.670240454,3.01095,2.08171,3.9973,2.09728,1.97269,15.24165,1.40165,2.67351,50.28810735,7.57929,30.91937,16.69002,0.82022,1.20438,10.22165921,2.77734,8.617546092,2.34127,1.55219,0.43606,5.59622,0.40492
2019-02-07,3.581988173,3.47817,3.56123,6.27108,2.51258,2.38799,15.72444,2.88117,3.52489,46.88263037,7.08612,39.58365,12.61485,0.75792,0.97596,12.40720504,3.38472,9.012091558,3.02133,1.58853,0.56585,5.95961,0.40492
2019-02-08,4.303577019,4.49047,4.27243,7.24186,3.02652,2.70985,19.57119,3.06805,4.43856,51.60149916,8.31646,48.7463,14.87826,0.96039,1.24591,14.63425852,4.02844,10.60582105,4.03363,2.27378,0.64891,7.37164,0.48798
2019-02-09,5.180917118,3.62871,4.40741,7.36126,3.24975,2.96942,26.5483,2.94346,3.73254,68.13580091,10.97959,53.14333,21.33104,1.1888,1.59372,19.77365106,3.84156,12.31375432,4.27763,1.83252,0.60219,9.661,0.69044
2019-02-10,3.95057409,2.76177,3.48855,5.32627,2.64237,2.65794,20.29798,2.3828,3.34838,52.20367499,9.14706,37.97954,18.89113,1.07979,1.15765,13.50255923,3.49374,9.749250605,2.89155,1.80138,0.4724,7.17956,0.63333
2019-02-11,3.607952698,3.30685,3.23417,6.85251,2.66313,2.51778,14.72252,2.64237,3.50412,43.36809943,4.87463,38.55058,11.71676,0.87732,0.8929,11.52987382,3.32243,9.749253917,2.96423,1.55219,0.57104,5.51315,0.41011
2019-02-12,4.480083555,3.49374,4.0544,7.20033,3.25494,2.84483,15.10668,2.74619,4.21533,47.33943681,6.75907,38.34812,12.8225,0.97596,1.03306,11.88806928,3.62352,10.1385993,3.44702,2.04537,0.87213,6.29704,0.44126
2019-02-13,3.96615124,3.65467,4.45932,7.41836,3.03691,2.78253,16.09821,3.34838,3.69101,46.67497012,6.16726,39.376,12.57332,1.05902,1.18361,12.75502232,3.42625,10.87057372,3.53527,1.82733,0.77869,6.20879,0.42568
2019-02-14,4.646212978,4.01287,4.51123,7.43394,3.15631,2.85002,18.41873,3.53527,4.34511,47.20967468,6.68639,41.27602,14.38509,0.87213,1.07979,13.51814204,3.96615,11.00035615,3.66505,2.10766,0.68525,6.95114,0.45164
2019-02-15,4.147840645,4.04921,4.24648,8.33722,3.25494,3.06286,19.3895,3.47297,3.83117,51.07717624,6.88885,45.20064,14.64465,0.98115,1.15765,13.90748471,4.08036,11.13533034,3.74292,1.87925,0.5918,7.13284,0.36339
2019-02-16,4.495659171,3.6962,4.6514,8.13476,3.62352,3.00576,26.91169,3.53527,4.1738,69.70356823,10.15418,51.21216,22.1928,1.34973,1.49509,19.86190091,4.2932,12.28260249,4.39183,2.00903,0.62814,9.98286,0.51912
2019-02-17,4.251670274,3.06805,3.35357,6.08939,2.63718,2.82925,20.08513,2.40876,4.01287,54.42558205,9.03805,37.69402,19.15589,1.01749,1.38607,13.75693666,3.95577,10.62139982,3.03691,1.71832,0.57104,7.77137,0.51912
2019-02-18,3.748115193,3.17707,3.90904,7.92192,2.82925,2.48663,14.56678,3.02133,3.86232,44.31293007,5.05632,36.90494,12.80693,0.76312,0.96039,11.20281659,3.66505,10.5331458,3.54046,1.80138,0.61776,5.63255,0.44645
2019-02-19,3.732540684,3.6391,4.10631,7.6935,3.19784,2.65275,16.12417,2.9227,4.25167,42.48560038,7.00306,36.38062,12.60447,0.81503,1.10574,11.61293505,4.10631,9.910188713,3.76369,1.88444,0.62814,6.04267,0.2336
2019-02-20,4.090736523,3.82079,4.76561,7.80252,3.47817,2.60603,17.93074,3.19784,4.03883,44.76456045,7.85962,39.15797,13.11841,1.02787,0.89809,12.99900699,4.08555,10.77713194,3.69101,2.16996,0.7112,6.22436,0.39973
2019-02-21,4.090740313,3.72735,4.66178,8.09842,3.42625,2.65275,20.36546,3.36396,3.9921,45.49657239,6.60333,38.58692,13.94383,1.02787,0.99672,12.8380869,3.60795,10.59543951,3.73773,1.97269,0.69563,6.19841,0.38934
2019-02-22,4.838284162,4.17899,5.04075,8.57083,3.58718,3.06805,23.58407,3.62352,4.25686,51.7416913,7.06016,42.53231,15.2728,0.94481,1.12132,15.0132351,4.38664,12.17359604,4.63063,2.15438,0.69044,7.36126,0.45164
2019-02-23,4.853858023,3.3951,4.80195,8.38394,3.72735,3.01095,29.57483,3.76369,4.49047,68.06312838,10.6162,45.87032,24.74173,1.50547,1.3705,21.47639914,4.34511,14.06322619,4.85905,1.91558,0.47759,9.74406,0.60738
2019-02-24,4.262049928,2.76696,3.2809,5.39895,2.64237,2.91751,23.30893,2.52297,4.28282,55.94664142,8.467,35.03607,22.77942,1.28744,1.2511,15.01842836,4.18418,12.30857215,3.44702,1.56777,0.59699,7.67793,0.55546
2019-02-25,3.867516229,3.2186,4.12708,7.26781,2.75657,2.52816,14.02169,2.61122,3.64429,45.23695819,4.1115,36.00685,13.73617,1.04864,1.15246,11.47276634,3.4003,10.91209645,3.55084,1.79099,0.66967,5.34184,0.43606
2019-02-26,4.412599405,3.59757,3.935,7.68312,3.13035,2.74619,15.03919,3.02133,4.31396,44.95143556,6.50469,37.90686,14.66022,0.90328,1.05902,13.1910738,3.46778,11.87767564,3.72735,1.88963,0.81503,5.92327,0.55027
2019-02-27,4.485279013,3.55084,4.21533,6.81098,3.18226,2.54373,15.71925,3.13035,3.56123,45.67822029,6.87328,38.62845,14.57197,0.91885,1.03825,13.40392871,3.35877,11.71156251,3.22898,1.81176,0.68525,6.1413,0.52951
2019-02-28,4.936917321,4.09593,4.99403,7.37164,3.73773,2.96942,18.4914,3.1615,4.03883,50.42311161,7.03421,40.85033,16.07745,1.10574,1.03306,13.97497649,3.95577,12.52661072,3.80522,1.93635,0.75273,6.93557,0.58661
2019-03-01,5.51834518,3.46259,4.60987,6.57218,3.32762,2.66832,24.31604,2.72024,4.2309,67.88663583,9.1834,39.70305,24.78326,1.12132,1.547,18.23703475,3.78445,13.6479253,3.85194,1.96231,0.63333,8.62793,0.84099
2019-03-02,4.568338824,3.12516,4.12189,6.7383,3.28609,2.79291,24.82479,2.81887,3.90904,61.31963544,10.18013,39.71344,22.94035,1.24591,1.38088,17.5154426,3.97653,12.22550152,3.84156,1.97269,0.43087,8.22301,0.66967
2019-03-03,4.095933108,2.69428,2.50739,5.09266,2.57488,2.49701,17.76462,2.16996,3.84156,42.73476729,7.05497,27.03628,19.55043,1.33935,1.19919,12.1268673,3.58199,10.00881986,2.93308,1.46394,0.34262,6.20879,0.73197
2019-03-04,3.566413091,2.6216,3.35357,5.07709,2.66832,2.5645,9.82193,2.4451,3.02133,29.47619603,4.43336,24.77288,11.05746,0.72159,0.85137,9.328759531,3.13554,8.004981142,2.89674,1.28225,0.64372,4.56315,0.64891
2019-03-05,3.447023018,3.38991,3.60795,6.15688,2.37761,2.73581,12.37605,2.6216,3.57161,28.60926004,5.74157,26.47562,10.00363,0.78907,0.94481,10.11783766,3.1615,8.19706625,3.03691,1.40165,0.58142,4.81752,0.43087
2019-03-06,3.576804778,3.31724,3.35877,6.08939,3.01095,2.70985,13.38836,2.77215,3.31724,29.64751391,6.51508,29.16991,9.92057,0.8929,0.86175,10.44489525,3.4003,8.752527952,3.17188,1.56777,0.61257,5.27436,0.52432
2019-03-07,3.888278417,4.04921,3.66505,6.84213,2.90712,2.91231,14.59793,3.14592,3.59757,34.35083508,6.35415,31.62539,12.02824,0.86694,1.0694,11.79462926,3.28609,10.21128553,3.2757,1.7858,0.70082,6.43201,0.55027
2019-03-08,4.422982037,4.37107,3.65467,7.47547,3.54046,2.76696,18.09167,3.338,3.86751,44.14162465,8.24378,38.45714,15.43373,1.05383,1.12132,13.99574389,4.21533,12.11129513,3.91423,2.13362,0.62814,6.74868,0.47759
2019-03-09,5.232825288,3.41068,4.09593,6.84732,3.64948,3.06805,23.41795,3.50412,4.83829,61.78684,12.49026,45.45501,24.61714,1.3705,1.6664,21.06629056,4.60987,14.8419189,3.70658,1.91558,0.58142,9.26646,0.78388
2019-03-10,4.713694372,2.71504,2.99537,4.80195,2.89155,2.75657,18.03976,2.48663,3.77926,44.06892585,9.98286,32.18086,20.05398,1.26148,1.21476,13.89190927,3.80522,11.60773491,3.17188,1.7287,0.46721,7.21071,0.84618
2019-03-11,3.794837722,2.83964,3.12516,5.62217,2.9227,2.09209,11.26511,2.80849,3.38991,29.26852312,4.38145,27.04666,10.80828,0.79946,0.97077,10.09706903,3.37434,9.292420782,2.98499,1.37569,0.43606,5.00441,0.53989
2019-03-12,3.436627486,3.22898,3.73254,5.95442,2.85521,2.54373,11.40528,2.95384,3.60795,29.16987973,6.27108,27.61771,10.62139,0.7735,0.94481,10.315101,3.40549,9.588315493,3.29128,2.03498,0.62295,5.59622,0.50874
2019-03-13,4.095934127,3.41587,3.94019,5.94403,2.91231,2.62679,14.10476,3.28609,3.85194,31.73442053,5.86616,31.72403,12.40201,0.76831,1.0694,11.62331539,3.6391,10.14898415,4.09074,1.86367,0.61776,5.8454,0.353
2019-03-14,4.277622079,3.58718,4.12189,6.58256,3.17707,2.91751,18.36681,3.20303,3.68582,32.91801542,6.35934,32.77267,13.01458,0.96039,1.10574,12.40200177,3.72735,10.9069128,3.66505,1.8481,0.61776,6.46835,0.49317
2019-03-15,4.838281992,3.74811,4.42298,7.45989,3.62871,2.86559,20.68213,3.44183,4.05959,41.63940031,7.61044,40.81918,15.20531,0.85656,1.19919,13.84518685,4.20495,11.2754932,4.03363,1.91558,0.71639,7.55853,0.55027
2019-03-16,4.96806631,3.43144,4.50085,6.69158,3.53527,3.05248,24.71058,3.61314,4.95769,66.05929725,10.81347,46.56595,26.68847,1.24591,1.57815,21.14935402,4.09074,14.80039376,3.95057,1.97788,0.52432,10.18013,0.76312
2019-03-17,4.277624911,2.93827,2.91751,4.43856,3.07324,2.58007,18.00342,2.88117,4.49566,44.88917089,8.7058,31.95763,23.30893,1.01749,1.27186,14.07360682,4.10631,12.57332141,3.31204,1.63525,0.4724,7.38202,0.86694
2019-03-18,4.018060242,3.20822,3.62352,6.14649,2.82406,2.39838,11.81539,2.86559,3.56123,31.29315483,4.51123,27.31661,12.95229,0.86694,0.87213,9.59352133,3.46778,9.749257951,3.29128,1.53662,0.48279,5.62217,0.43087
2019-03-19,4.376257232,3.20822,3.72216,6.62928,3.22898,2.96942,12.18397,3.22379,4.12708,31.14779258,5.41971,29.63193,13.35721,0.83579,1.04345,11.40009432,3.94019,10.68368751,3.48855,1.83252,0.65929,5.75715,0.38934
2019-03-20,3.768874839,3.10439,4.10112,6.08939,2.5645,2.65794,14.14629,2.9798,3.45221,31.18932755,5.68966,29.1751,10.89653,0.99153,0.90328,10.33068731,3.24975,10.11265142,3.41587,1.75465,0.66448,5.45086,0.34262
2019-03-21,4.059588393,3.29647,3.94019,6.38529,2.96942,2.66832,15.04438,3.1615,3.97653,33.86284245,6.06862,31.25681,16.62254,0.88252,0.90328,12.03861495,4.12189,10.9121022,3.40549,1.75985,0.58142,5.79349,0.47759
2019-03-22,4.485281526,3.88309,4.1115,6.6812,3.54046,2.83964,18.1384,3.66505,4.13227,43.61211778,7.34049,40.07683,18.78212,1.05902,1.14727,14.3695171,4.22052,12.32414772,4.1738,2.0869,0.62814,7.12765,0.56585
2019-03-23,4.526809432,3.42625,4.03883,6.24513,3.10958,2.62679,26.83382,3.26532,4.81752,61.43902149,10.81866,43.81456,24.80921,1.34454,1.49509,18.76654067,4.4697,14.20858161,4.10631,1.92597,0.58142,8.77848,0.60738
2019-03-24,4.604671064,2.90712,2.9227,4.96288,2.69428,3.06286,16.59139,2.4451,4.63583,46.90338289,9.53641,32.13414,25.87343,1.2511,1.20438,14.0061179,4.32954,14.18262471,3.09401,1.73908,0.41011,7.9323,0.75792
2019-03-25,3.478159463,3.56642,3.07844,5.89212,2.93308,2.10247,11.81539,2.46067,3.5768,28.98821434,3.9973,26.83382,12.56294,0.89809,0.75792,9.744060423,3.25494,10.47604201,3.32762,1.95192,0.54508,5.43009,0.44126
2019-03-26,3.602760019,3.49893,3.80522,6.28666,2.9798,2.46586,13.11841,3.20303,5.0096,29.53851043,6.43201,26.9065,14.46296,0.97077,0.98634,10.78232587,3.80003,11.16648942,3.71177,1.70793,0.56585,6.54622,0.45164
2019-03-27,3.727343877,3.06805,3.89347,5.92327,2.49182,2.28936,16.49275,3.18745,3.82079,29.96416593,6.89404,29.49177,13.15994,0.8929,0.92405,10.559097,3.2186,10.89134035,3.24975,1.73908,0.67486,6.13611,0.35819
2019-03-28,3.815599015,3.79483,4.25167,6.82136,3.13554,2.36204,17.46353,3.24456,3.67024,32.15490616,6.47874,31.18932,15.6881,0.8306,1.16285,11.89325971,3.59237,11.36894606,3.41587,1.68717,0.77869,7.0394,0.46202
2019-03-29,4.194566567,3.84675,4.04921,6.71754,3.54565,2.95384,20.2253,3.35877,3.72735,40.36235704,5.63775,37.08145,18.69906,0.97077,0.88252,13.03534623,4.15823,13.4246935,3.79483,2.41395,0.54508,7.19514,0.50355
2019-03-30,4.661776277,3.31204,4.18418,6.05305,3.46778,2.52297,25.18818,3.13035,3.82598,54.58131885,8.95499,42.47002,24.46659,1.16804,1.58334,18.58485203,3.84156,14.41623972,3.7585,2.144,0.45164,8.32165,0.63852
2019-03-31,4.173794196,2.90193,2.97461,4.54757,3.03171,2.43471,17.31298,2.25302,3.8779,41.2240888,7.28858,28.68192,23.92669,1.23552,1.15765,13.24299606,3.71697,14.60311887,2.83964,1.28225,0.52951,7.54295,0.51912
2019-04-01,3.343192612,3.43664,2.9227,5.3678,2.64756,2.55931,11.00036,2.2634,3.11997,26.47042439,2.90193,24.36795,12.96786,0.7735,1.01749,8.773294425,3.53008,14.37469607,3.0421,1.69755,0.52432,6.38529,0.36339
2019-04-02,3.22379064,3.37434,3.85713,5.56507,2.68909,2.58526,12.36048,3.29128,4.15303,28.67155063,3.08363,28.20432,13.65311,0.86694,0.84618,10.26319184,3.7533,17.64003199,3.23937,1.6093,0.65929,6.1413,0.4724
2019-04-03,4.007682306,3.33281,3.7585,5.81944,3.06805,2.31531,16.37854,3.05767,3.49374,29.27894545,2.97461,29.48658,14.46296,0.84099,0.88771,11.14571915,3.79483,20.15782619,3.90385,1.68717,0.55027,5.82982,0.43087
2019-04-04,4.210140578,3.49893,3.96615,5.81944,2.90712,2.47624,18.09167,3.20303,3.55604,30.32236859,2.60084,30.55079,15.00285,0.82541,0.95,11.4156557,3.94019,24.27969961,3.42625,1.83252,0.68525,5.84021,0.47759
2019-04-05,4.168614238,3.82598,3.85713,6.62409,3.60795,2.52297,22.29663,3.42106,3.91943,36.94130593,2.68909,35.63827,17.7802,1.24591,1.12651,13.70503469,4.39183,31.90574332,3.86232,1.93116,0.56066,6.61371,0.4153
2019-04-06,4.604671385,3.49374,3.69101,6.55141,3.4574,2.84483,33.13087,3.30685,4.26205,51.86626665,3.43664,39.37081,26.22125,1.73389,1.32378,18.13320123,5.0096,42.26755361,4.0544,1.88963,0.56066,8.98094,0.67486
2019-04-07,4.66697051,2.9798,2.75657,4.1738,3.15631,2.45548,20.4018,2.43471,4.34511,38.99702713,2.8604,28.33411,27.93957,1.43279,1.20438,12.85365185,6.45797,55.02257162,3.6391,2.08171,0.30109,6.49431,0.70601
2019-04-08,3.753297956,3.13035,2.96942,5.01479,2.77215,2.43471,10.32549,2.42952,3.6339,26.71441042,2.10247,25.26605,15.61023,0.92405,0.74235,9.707723916,4.32435,34.96339014,3.15631,1.74946,0.59699,5.61179,0.42568
2019-04-09,3.914228399,3.14073,3.60276,5.77791,2.741,2.77215,12.55775,2.92789,3.95057,25.39062247,2.3828,25.4737,12.65638,0.88252,0.8306,9.775203191,4.22052,22.77420575,3.55084,1.70793,0.61776,6.4995,0.353
2019-04-10,3.95575993,3.16669,3.29128,5.59102,2.76696,2.58526,13.42989,2.9798,3.47817,26.91687825,2.42952,28.39121,12.79655,1.00192,0.98115,11.31702363,3.50931,21.02476156,3.32762,1.63525,0.49836,7.17956,0.52951
2019-04-11,4.500852974,3.65467,3.84675,6.19841,2.89155,2.53854,15.27799,3.29647,3.1615,28.14720475,2.77215,29.32565,15.17935,1.00711,0.97596,11.05226925,4.08555,26.81823173,3.53527,2.10247,0.60219,7.10169,0.36858
2019-04-12,4.537186999,3.72735,3.90385,6.09977,3.31204,2.85002,17.79058,3.25494,3.9973,35.86666614,2.71504,35.03088,19.69578,1.16285,0.96039,13.9853448,4.52162,28.88956854,3.73773,2.0246,0.58661,8.33722,0.43606
2019-04-13,4.890203614,3.29128,3.8727,6.44759,2.96942,2.53335,22.68078,3.31724,4.85905,49.88839882,3.14073,35.6746,29.68904,1.32897,1.30301,17.07417788,6.32819,37.19047872,3.70139,1.96231,0.58661,8.3476,0.66448
2019-04-14,3.831173051,2.6839,2.65275,4.97326,2.65794,2.39318,20.27721,2.43991,3.68582,35.06722799,2.64237,26.67289,19.10398,1.1888,1.30301,11.4935307,3.89866,15.48045188,3.01614,1.58853,0.49317,5.89731,0.68006
2019-04-15,3.909046677,3.32762,3.32243,5.40414,3.00057,2.64237,10.3203,2.82925,3.42625,26.8338178,2.10766,26.40294,13.99574,0.85137,0.82541,10.08669332,3.53008,13.57004774,3.04729,1.547,0.5918,5.99595,0.38934
2019-04-16,3.966150723,3.6391,3.6391,5.59622,3.02133,2.65275,11.07304,2.9798,3.90385,24.9960956,2.63198,26.3666,13.49737,0.94481,0.88252,10.25800536,3.6339,13.13917241,3.57161,1.67159,0.63333,7.31973,0.353
2019-04-17,3.67024077,3.78964,4.00768,6.13611,2.98499,2.31531,14.94055,3.09401,3.60795,26.11742385,2.65794,27.65405,13.76213,0.99672,1.07459,11.02630867,3.59237,12.77577913,3.50412,1.66121,0.62295,5.87135,0.45164
2019-04-18,3.545655539,3.48855,3.6962,5.89212,2.8033,2.53335,15.78155,3.32243,3.6391,27.12454658,2.75657,28.07454,13.31049,0.92405,1.15765,10.4708506,3.62871,11.51948968,3.4003,1.6093,0.72678,6.18283,0.48798
2019-04-19,4.116692433,3.82079,4.06478,6.41644,3.35357,2.76177,15.85941,3.35877,3.7533,32.85573467,3.3951,35.05684,16.12417,0.98634,1.1888,12.97824223,3.83637,13.17032391,3.64948,1.73389,0.70601,8.12438,0.44126
2019-04-20,4.454130432,3.42625,4.03883,6.0842,3.54046,2.81887,18.62638,3.70139,4.24648,47.9208767,3.89866,35.42023,28.23547,1.14208,1.547,18.15915603,5.09266,17.86844162,3.6391,1.98826,0.6541,10.3774,0.62814
