"기준_년분기_코드","행정동_코드","행정동_코드_명","집객시설_수","관공서_수","은행_수","종합병원_수","일반_병원_수","약국_수","유치원_수","초등학교_수","중학교_수","고등학교_수","대학교_수","백화점_수","슈퍼마켓_수","극장_수","숙박_시설_수","공항_수","철도_역_수","버스_터미널_수","지하철_역_수","버스_정거장_수"
"20214","11320690","방학1동","148","6","6","","2","15","2","1","1","1","","","","","","","","","1","39"
"20214","11320681","쌍문4동","64","1","","","","4","5","2","2","3","","","","","","","","","","23"
"20214","11320680","쌍문3동","78","3","3","1","","12","","","1","","","","","","1","","","","1","17"
"20214","11320670","쌍문2동","87","3","1","","1","10","1","1","1","","","","","","2","","","","","19"
"20214","11320660","쌍문1동","126","6","1","","1","4","1","3","","1","17","","","","","","","","","54"
"20214","11320522","도봉2동","127","8","3","","","7","1","1","1","1","1","","","","1","","","","3","49"
"20214","11320521","도봉1동","122","4","1","","","9","2","2","1","1","2","","1","","","","","","","38"
"20214","11320515","창5동","119","7","3","","3","12","1","3","","","","","","2","","","","","2","24"
"20214","11320514","창4동","130","7","4","","","8","1","2","1","2","","","","","","","","","","51"
"20214","11320513","창3동","66","1","","","","7","1","2","","","","","1","","","","","","","25"
"20214","11320512","창2동","95","3","","","1","8","1","1","","","","","","","","","","","","44"
"20214","11320511","창1동","94","3","2","","","7","1","1","2","1","","","","","","","","","1","28"
"20214","11305660","인수동","175","13","2","1","2","14","2","2","2","","5","","1","","","","","","","57"
"20214","11305645","우이동","132","2","","","","7","1","","1","","2","","","","","","","","3","54"
"20214","11305635","수유3동","158","4","6","","1","16","","","1","","","","","1","","","","","1","30"
"20214","11305625","수유2동","85","3","","","","12","3","","","","","","","","","","","","1","15"
"20214","11305615","수유1동","153","4","2","","","12","","2","3","1","","","1","","","","","","1","40"
"20214","11305608","번3동","95","3","1","","","8","","2","","","","","","","","","","","","37"
"20214","11305603","번2동","110","5","","","","7","1","","1","","","","","","1","","","","","54"
"20214","11305595","번1동","136","3","3","","1","14","1","1","1","","","","","1","","","","","","30"
"20214","11305575","삼각산동","114","2","1","","","9","1","","1","1","1","","","","","","","","","36"
"20214","11305555","송천동","164","9","5","","1","17","","1","2","2","","","2","","","","","","1","24"
"20214","11305545","송중동","212","4","1","","2","18","4","2","","1","2","1","","1","","","","","","69"
"20214","11305535","미아동","144","3","3","","1","14","","","","1","4","","","","","","","","1","28"
"20214","11305534","삼양동","165","4","1","","","14","3","2","","1","","","","","","","","","3","34"
"20214","11290810","석관동","154","6","3","","","16","2","2","1","1","","","1","","2","","","","2","32"
"20214","11290780","장위3동","82","1","","","","5","1","2","1","","1","","1","","","","","","","39"
"20214","11290770","장위2동","89","3","2","","","11","1","3","","","","","","","","","","","1","27"
"20214","11290760","장위1동","103","4","1","","","8","6","1","1","","","","","","","","","","","37"
"20214","11290725","월곡2동","135","6","4","","","12","2","","1","","12","","","","","","","","2","34"
"20214","11290715","월곡1동","108","2","3","","","10","","2","1","1","","","","","1","","","","","30"
"20214","11290705","종암동","189","7","2","","1","17","3","2","2","1","2","","","","","","","","","56"
"20214","11290685","길음2동","112","5","","","3","14","","","","","","","","","","","","","","23"
"20214","11290660","길음1동","129","3","4","","","10","2","3","1","1","","","1","","","","","","1","26"
"20214","11290650","정릉4동","133","7","3","","","12","2","1","","2","11","","","","","","","","1","40"
"20214","11290640","정릉3동","124","4","1","","","2","","1","3","1","28","","","","","","","","","38"
"20214","11290630","정릉2동","110","4","3","","","6","1","2","","","","","","","","","","","1","50"
"20214","11290620","정릉1동","63","2","","","","6","2","","","","1","","","","","","","","","19"
"20214","11290610","보문동","77","4","4","","","6","","2","","","","","","","1","","","","2","10"
"20214","11290600","안암동","167","4","6","1","1","10","","1","1","1","71","","","","","","","","1","35"
"20214","11290590","돈암2동","88","4","2","","","4","6","1","","","","","","1","","","","","","38"
"20214","11290580","돈암1동","42","1","","","","2","2","2","2","1","","","","","","","","","","15"
"20214","11290575","동선동","146","1","4","","1","13","1","2","2","1","12","","","1","","","","","1","19"
"20214","11290555","삼선동","163","7","5","","","14","","1","1","2","14","","","","","","","","2","46"
"20214","11290525","성북동","166","6","4","","","6","2","1","3","2","5","","","","","","","","","55"
"20214","11260690","신내2동","104","6","3","","","12","3","4","","","","","","","","","","","","21"
"20214","11260680","신내1동","160","3","2","1","","13","2","2","","","","","","","","","","","1","53"
"20214","11260660","망우3동","54","1","1","","1","3","","2","","1","","","3","","","","","","","11"
"20214","11260655","망우본동","238","9","4","1","4","25","1","2","3","4","","","9","","2","","","","2","54"
"20214","11260630","묵2동","92","3","4","","","7","","2","","","","","","1","","","","","1","19"
"20214","11260620","묵1동","144","4","2","","2","11","2","1","2","2","","","","","","","","","","34"
"20214","11260610","중화2동","123","2","3","","","14","","","","","","","2","","","","","","3","32"
"20214","11260600","중화1동","79","2","1","","1","7","1","2","2","1","","","","","","","","","","14"
"20214","11260590","상봉2동","127","4","3","","1","10","","","","","","","","2","2","","","1","1","18"
"20214","11260580","상봉1동","78","3","1","","1","8","2","1","2","1","","","","","","","","","4","12"
"20214","11260575","면목3?8동","150","4","1","1","","17","1","2","2","1","8","","","","1","","","","1","34"
"20214","11260570","면목7동","108","2","2","","1","11","","1","","","","","1","","","","","","","18"
"20214","11260565","면목본동","168","4","2","","","18","1","2","","","","","13","","1","","","","1","30"
"20214","11260550","면목5동","42","2","1","","","3","","","","","","","4","","","","","","","13"
"20214","11260540","면목4동","61","2","","","","5","1","1","1","","","","","","","","","","1","15"
"20214","11260520","면목2동","112","3","","","1","11","2","2","","","","","8","","1","","","","","25"
"20214","11230750","이문2동","71","2","","","","6","1","1","","","2","","","","","","","","1","17"
"20214","11230740","이문1동","147","5","2","","","13","3","","","2","30","","","","","","","","1","26"
"20214","11230730","휘경2동","84","5","1","1","","5","1","2","3","3","4","","","","","","","","","27"
"20214","11230720","휘경1동","82","2","1","","","12","","","","","","","","","1","","","","3","18"
"20214","11230710","회기동","84","3","5","1","","10","1","3","1","1","14","","","","","","","","","10"
"20214","11230705","청량리동","154","9","4","1","","16","2","1","1","1","1","","","","2","","","","","34"
"20214","11230660","장안2동","168","3","2","","2","21","1","2","","1","1","","","1","1","","","","","38"
"20214","11230650","장안1동","192","5","11","","4","26","2","2","2","","","","","","","","","","1","43"
"20214","11230610","답십리2동","108","3","2","","2","13","3","1","","","","","3","","","","","","","19"
"20214","11230600","답십리1동","124","4","5","","","9","","2","1","","","","","","","","","","","25"
"20214","11230570","전농2동","102","2","2","","","12","3","3","2","1","27","","","","","","","","","15"
"20214","11230560","전농1동","152","5","2","","1","13","3","1","1","1","","","","1","5","","","","3","35"
"20214","11230545","제기동","288","4","5","","1","22","2","2","2","1","1","","3","","14","","","","1","30"
"20214","11230536","용신동","231","10","8","1","4","20","1","1","1","1","","","1","","5","","","","5","41"
"20214","11215870","구의3동","133","5","4","","","16","2","1","","","","","1","1","","","","1","1","25"
"20214","11215860","구의2동","112","3","2","","1","9","3","2","","","1","","","","","","","","1","24"
"20214","11215850","구의1동","77","2","4","","","9","1","","1","1","","","","","","","","","1","16"
"20214","11215847","자양4동","106","5","2","","1","15","1","","1","","","","1","1","","","","","1","16"
"20214","11215840","자양3동","105","2","6","","","8","2","2","1","1","1","1","","1","","","","","","30"
"20214","11215830","자양2동","95","2","1","","","8","2","4","2","1","","","1","","","","","","","21"
"20214","11215820","자양1동","106","3","4","1","","14","1","1","","","2","","","","","","","","","17"
"20214","11215810","광장동","139","5","9","","","9","3","3","3","1","11","","","","","","","","1","32"
"20214","11215780","능동","47","4","","","1","5","","1","","1","","","","","","","","","1","5"
"20214","11215770","중곡4동","105","2","2","","","7","","1","1","2","","","","","","","","","","37"
"20214","11215760","중곡3동","97","3","1","","1","9","","2","","","","","1","","","","","","1","29"
"20214","11215750","중곡2동","104","2","4","","","14","1","1","","","","","","","","","","","2","21"
"20214","11215740","중곡1동","74","2","","","","10","1","","","","","","1","","","","","","","19"
"20214","11215730","군자동","135","5","5","","1","12","1","2","","","20","","","1","","","","","","23"
"20214","11215710","화양동","167","3","5","1","","17","","2","2","1","34","","","1","","","","","2","16"
"20214","11200790","용답동","82","7","2","","","8","","1","","","","","1","","","","","","2","11"
"20214","11200720","송정동","44","2","","","1","5","","1","","","","","","","","","","","","17"
"20214","11200690","성수2가3동","104","3","16","","","11","","2","","","","","","1","","","","","1","20"
"20214","11200670","성수2가1동","109","3","3","","","13","","1","2","1","","","2","","1","","","","","38"
"20214","11200660","성수1가2동","79","3","6","","","6","","","1","1","1","","","","","","","","1","12"
"20214","11200650","성수1가1동","83","4","2","","","4","1","2","1","1","","","","1","","","","","1","33"
"20214","11200645","옥수동","129","4","2","","","10","2","2","1","1","","","","","","","","","2","45"
"20214","11200620","금호4가동","84","3","3","","","6","1","2","","","","","","","","","","","1","27"
"20214","11200615","금호2?3가동","135","3","2","","","13","","1","","","","","","","","","","","","46"
"20214","11200590","금호1가동","88","2","","","","6","1","1","","1","","","","","","","","","1","45"
"20214","11200580","응봉동","56","3","","","","2","","1","1","","","","","","","","","","1","30"
"20214","11200570","행당2동","79","2","2","","","4","1","1","1","1","","","","","","","","","1","24"
"20214","11200560","행당1동","130","9","4","","2","13","1","1","","","","","1","1","","","","","4","30"
"20214","11200550","사근동","128","5","3","1","","10","","2","1","2","52","","1","","","","","","2","34"
"20214","11200540","마장동","111","6","5","","","8","2","2","2","","","","","","","","","","1","29"
"20214","11200535","왕십리도선동","189","4","4","","2","20","2","2","","2","","","","","","","","","","26"
"20214","11200520","왕십리2동","63","2","","","","5","1","1","","","","","","","","","","","1","18"
"20214","11170700","보광동","70","4","1","","","8","1","","1","1","6","","","","","","","","","14"
"20214","11170690","서빙고동","61","15","1","","","1","","1","1","","","","","","","","","","1","21"
"20214","11170685","한남동","171","30","11","1","","13","3","1","","","","","3","","","","","","2","36"
"20214","11170660","이태원2동","60","8","5","","","3","1","1","","1","","","","","","","","","","22"
"20214","11170650","이태원1동","71","8","5","","","3","","1","","","","","3","","","","","","1","14"
"20214","11170640","이촌2동","26","2","","","","1","","","","","","","","","","","","","","11"
"20214","11170630","이촌1동","102","4","9","","1","12","2","1","1","1","","","1","","","","","","","14"
"20214","11170625","한강로동","242","19","19","","","21","","2","","1","","","5","3","2","","","","7","41"
"20214","11170590","용문동","54","1","","","","3","","","","","","","","","","","","","","22"
"20214","11170580","효창동","66","1","1","","","5","","1","","1","1","","","","","","","","2","22"
"20214","11170570","원효로2동","69","4","2","","","4","2","1","1","1","","","2","","","","","","","27"
"20214","11170560","원효로1동","94","6","3","","","6","1","1","","","3","","4","","","","","","","31"
"20214","11170555","청파동","128","7","2","","1","11","","2","2","4","22","","1","","1","","","","","35"
"20214","11170530","남영동","147","7","5","","","14","","","1","","","","","","12","","","","3","26"
"20214","11170520","용산2가동","63","3","","","","4","","1","2","2","","","","","","","","","1","29"
"20214","11170510","후암동","80","6","1","","","7","1","2","","1","","","2","","","","","","","18"
"20214","11140680","중림동","77","3","2","","","7","","1","","2","1","","","","5","","","","","14"
"20214","11140670","황학동","76","1","6","","","10","","","","","","","","","7","","","","","6"
"20214","11140665","동화동","47","3","1","","","5","","1","1","","","","","","","","","","2","4"
"20214","11140650","신당5동","65","4","2","","","5","","1","","2","","","","","","","","","","12"
"20214","11140645","청구동","34","2","","","","3","1","2","1","1","","","","","","","","","","5"
"20214","11140635","약수동","87","4","2","","1","12","2","","","","","","","","","","","","2","12"
"20214","11140625","다산동","86","3","4","","1","9","","1","1","1","","","","","1","","","","1","7"
"20214","11140615","신당동","99","7","5","","1","12","","1","1","3","","","3","","1","","","","2","8"
"20214","11140605","을지로동","145","5","10","","","13","","","","","","","1","2","3","","","","4","20"
"20214","11140590","광희동","185","3","16","1","","14","","","1","","","","1","3","11","","","","3","19"
"20214","11140580","장충동","63","6","2","","","1","","1","","","3","","","1","2","","","","1","13"
"20214","11140570","필동","123","6","9","1","","7","","2","","1","19","","","2","1","","","","2","15"
"20214","11140550","명동","542","20","46","","","35","","1","","","4","","","3","12","","","","1","29"
"20214","11140540","회현동","211","9","17","","","16","1","","","","2","","2","1","2","","","","6","35"
"20214","11140520","소공동","231","13","29","","","10","","1","4","3","","1","","3","3","","","","3","37"
"20214","11110710","숭인2동","89","4","3","","1","4","","","","","","","2","","3","","","","2","6"
"20214","11110700","숭인1동","43","3","1","","","3","1","","","","","","","","","","","","","14"
"20214","11110690","창신3동","24","3","","","","1","","1","","1","","","","","","","","","1","5"
"20214","11110680","창신2동","38","2","1","","","5","","","","","","","","","","","","","",""
"20214","11110670","창신1동","111","3","4","","","9","","2","","","","","1","","7","","","","2","11"
"20214","11110650","혜화동","145","6","5","","","16","3","1","1","4","26","","","1","","","","","","36"
"20214","11110640","이화동","119","4","4","1","","11","","","2","","37","","","","","","","","1","28"
"20214","11110630","종로5?6가동","212","7","8","","","31","","1","","","1","","4","","3","","","","1","23"
"20214","11110615","종로1?2?3?4가동","500","19","35","","","47","1","2","","","4","","1","5","17","","","","5","72"
"20214","11110600","가회동","63","5","3","","","1","1","1","1","2","1","","","","","","","","","22"
"20214","11110580","교남동","78","4","3","2","","17","","","","1","1","","","","","","","","","26"
"20214","11110570","무악동","42","2","1","1","","4","1","1","","","","","","","","","","","1","7"
"20214","11110560","평창동","162","6","2","","1","5","1","","","1","2","","","","","","","","","91"
"20214","11110550","부암동","84","4","2","","","1","1","2","1","1","14","","","","","","","","","38"
"20214","11110540","삼청동","49","10","4","","1","1","","","1","1","2","","","","","","","","","16"
"20214","11110530","사직동","206","18","24","","","15","","1","","1","1","","","3","","","","","2","34"
"20214","11110515","청운효자동","93","6","3","","","4","1","1","2","2","8","","","","","","","","","26"
"20213","11740700","둔촌2동","129","5","4","1","","17","2","1","2","1","","","","","","","","","1","32"
"20213","11740690","둔촌1동","14","","","","","","","2","","1","","","","","","","","","1","6"
"20213","11740685","길동","242","6","10","1","4","34","4","3","1","","1","","","","","","","","1","36"
"20213","11740660","성내3동","136","4","5","","","13","2","","","","2","","","","","","","","1","13"
"20213","11740650","성내2동","113","2","3","","4","14","","","","","","","","1","","","","","3","16"
"20213","11740640","성내1동","98","6","4","","2","9","1","2","1","","1","","","1","","","","","","20"
"20213","11740620","천호3동","115","4","3","","2","14","","","1","","","","","","1","","","","","11"
"20213","11740610","천호2동","203","4","3","","1","26","1","1","1","","","","","","3","","","","","22"
"20213","11740600","천호1동","92","4","1","","","11","","1","1","1","1","","","1","","","","","1","11"
"20213","11740590","암사3동","50","2","1","","","5","1","","2","1","","","","","","","","","","12"
"20213","11740580","암사2동","61","1","3","","","6","1","2","","","","","","","","","","","1","6"
"20213","11740570","암사1동","90","2","1","","","8","1","1","","","1","","1","","","","","","","13"
"20213","11740560","고덕2동","78","3","1","","","9","1","2","1","2","","","","","","","","","1","25"
"20213","11740550","고덕1동","92","3","","","","4","1","2","1","1","","","","","","","","","1","26"
"20213","11740540","명일2동","107","3","6","","","18","4","2","","1","","","","","","","","","","18"
"20213","11740530","명일1동","151","5","6","","2","17","","1","","","","","","","","","","","1","22"
"20213","11740520","상일동","105","4","2","1","","8","4","2","2","5","","","","","","","","","","37"
"20213","11740515","강일동","187","5","3","","","12","2","2","2","1","","","","","","","","","3","79"
"20213","11710720","잠실7동","30","2","4","","","4","","1","2","1","","","","","","","","","2","3"
"20213","11710710","잠실6동","144","4","17","","1","23","","1","1","","","","","1","","","","","2","13"
"20213","11710690","잠실4동","74","3","3","","","10","1","2","","1","","","","","","","","","2","7"
"20213","11710680","잠실3동","103","5","9","","","11","1","3","","1","","","","","","","","","","16"
"20213","11710670","잠실2동","91","4","6","","","14","1","2","2","2","","","","","","","","","1","5"
"20213","11710650","잠실본동","192","5","9","","1","24","","1","","","","","","","","","","","1","12"
"20213","11710647","위례동","84","3","1","","","5","2","2","1","","","","","","","","","","","32"
"20213","11710646","장지동","136","4","3","","","10","1","2","1","3","","","","1","","","","","1","41"
"20213","11710642","문정2동","149","10","12","","1","22","","1","","","","","","2","","","","","3","14"
"20213","11710641","문정1동","70","3","1","","","5","1","1","1","","","","","","","","","","","19"
"20213","11710632","가락2동","143","3","6","","","17","4","2","1","","","","","","","","","","1","22"
"20213","11710631","가락1동","82","2","8","","","13","1","1","1","","","","1","","","","","","3","16"
"20213","11710620","가락본동","144","5","9","1","5","21","1","2","2","","","","","","","","","","","21"
"20213","11710610","삼전동","118","4","2","","","14","3","1","1","1","","","","","1","","","","1","12"
"20213","11710600","석촌동","159","3","7","","2","27","3","2","","","","","","","","","","","","20"
"20213","11710590","송파2동","79","3","1","","","11","3","1","2","3","","","","","","","","","","7"
"20213","11710580","송파1동","102","2","4","","3","14","1","1","","","","","","","","","","","2","13"
"20213","11710570","오금동","134","5","5","","","13","3","3","4","2","","","","","","","","","3","27"
"20213","11710566","오륜동","74","4","6","","","6","1","2","2","3","11","","","","","","","","3","15"
"20213","11710562","방이2동","164","3","5","","","18","","1","1","","","","","","","","","","1","13"
"20213","11710561","방이1동","73","2","1","","","10","2","2","1","1","","","","","","","","","1","11"
"20213","11710550","마천2동","93","3","2","","","14","","1","","","","","","","","","","","","12"
"20213","11710540","마천1동","73","4","1","","","8","1","1","","","","","","","1","","","","1","15"
"20213","11710532","거여2동","78","3","3","","1","12","1","1","1","","","","","","","","","","","11"
"20213","11710531","거여1동","48","2","","","","2","","1","","1","","","","","1","","","","1","6"
"20213","11710520","풍납2동","125","5","5","1","","26","2","2","3","1","3","","","","","","","","1","24"
"20213","11710510","풍납1동","48","3","","","1","6","1","1","","","","","","","","","","","","6"
"20213","11680750","수서동","89","3","3","","","11","2","1","1","2","","","","","","","","","2","23"
"20213","11680740","일원2동","66","3","3","","","6","2","1","1","","","","","","","","","","1","13"
"20213","11680730","일원1동","74","4","1","","","11","1","2","","1","","","","","","","","","","18"
"20213","11680720","일원본동","103","2","6","1","","15","2","2","1","2","","","","","","","","","1","32"
"20213","11680700","세곡동","191","4","1","","","9","3","4","1","1","","","","","","","","","","95"
"20213","11680690","개포4동","115","3","4","","","7","","2","1","1","","","","","","","","","","49"
"20213","11680670","개포2동","135","3","3","","","9","5","4","1","3","","","","","","","","","3","50"
"20213","11680660","개포1동","38","1","1","","","1","","1","2","","","","","","","","","","","29"
"20213","11680656","도곡2동","118","7","23","","","10","2","1","1","2","","","","","","","","","3","25"
"20213","11680655","도곡1동","142","4","9","1","4","20","2","1","2","1","","","","","","","","","1","27"
"20213","11680650","역삼2동","195","3","14","","2","25","","1","2","1","1","","","","","","","","","31"
"20213","11680640","역삼1동","542","15","49","1","3","64","1","1","","","","","","3","1","","","","1","44"
"20213","11680630","대치4동","159","4","12","1","1","18","","1","","","1","1","","","","","","","","14"
"20213","11680610","대치2동","210","6","26","","2","20","","2","1","1","","","","","","","","","2","39"
"20213","11680600","대치1동","130","4","11","","","13","1","1","1","2","1","","","","","","","","","24"
"20213","11680590","삼성2동","177","10","11","","","11","","1","1","","1","","","","","","","","4","28"
"20213","11680580","삼성1동","199","6","26","","3","13","1","1","1","1","","1","","1","","","","","3","38"
"20213","11680565","청담동","288","11","19","","4","27","2","2","1","1","1","","","","","","","","3","23"
"20213","11680545","압구정동","313","4","25","","5","30","1","1","2","2","","2","1","3","","","","","2","18"
"20213","11680531","논현2동","240","8","16","","5","29","1","1","1","","4","","","2","","","","","1","33"
"20213","11680521","논현1동","300","4","15","","4","42","","1","","","","","1","8","","","","","3","23"
"20213","11680510","신사동","260","3","14","","","36","2","1","1","2","","1","","1","","","","","1","12"
"20213","11650660","내곡동","161","5","1","","1","2","2","1","","","3","","1","","","","","","1","85"
"20213","11650652","양재2동","147","2","16","","","11","","1","2","1","","","1","","","","","","1","57"
"20213","11650651","양재1동","263","12","11","","1","20","3","4","1","","1","","","","","","","","2","86"
"20213","11650621","방배4동","156","3","10","","","11","","1","","1","4","","","","1","","","","1","31"
"20213","11650620","방배3동","112","4","3","","2","6","","2","","1","7","","","","","","","","","50"
"20213","11650610","방배2동","114","4","2","","","3","","1","1","1","","","1","","1","","","","1","37"
"20213","11650600","방배1동","102","3","4","","1","10","","1","","","3","","1","","","","","","1","19"
"20213","11650590","방배본동","103","2","6","","","16","","1","","","","","1","","","","","","","25"
"20213","11650581","반포4동","130","7","12","1","","12","","","1","","3","","","1","","","","","3","33"
"20213","11650580","반포3동","109","3","7","","","11","","1","1","","","","","","","","","","","18"
"20213","11650570","반포2동","74","4","5","","","5","","2","1","","","","1","","","","","","1","25"
"20213","11650560","반포1동","140","6","6","","1","20","1","2","1","1","","","","","","","","","1","26"
"20213","11650550","반포본동","33","1","3","","","2","","1","2","2","","","1","","","","","","1","5"
"20213","11650540","잠원동","135","3","8","","","13","1","1","1","","","","","","","","","","2","23"
"20213","11650531","서초4동","257","2","13","","1","31","2","2","1","","","","","1","","","","","","36"
"20213","11650530","서초3동","332","25","30","","3","30","1","1","1","3","2","","","","","","","1","2","77"
"20213","11650520","서초2동","217","8","26","","","24","","1","1","1","","","","","1","","","","2","47"
"20213","11650510","서초1동","194","4","10","","1","14","","2","","","13","","","","","","","","2","38"
"20213","11620775","난곡동","95","2","1","","","11","2","1","2","1","","","1","","","","","","","28"
"20213","11620765","미성동","126","3","3","","1","11","1","2","2","2","","","","","1","","","","","44"
"20213","11620745","삼성동","94","3","","","","7","","2","","1","","","","","3","","","","","44"
"20213","11620735","대학동","283","5","6","","","11","","1","1","2","140","","","","","","","","","73"
"20213","11620725","조원동","96","3","1","","1","12","","1","","","","","1","","","","","","","30"
"20213","11620715","난향동","68","1","","","","5","","1","","","","","","","","","","","","34"
"20213","11620695","신림동","168","2","3","","","17","","","","","","","","","4","","","","1","16"
"20213","11620685","신사동","79","3","2","","1","10","1","1","","","1","","1","","","","","","","21"
"20213","11620665","서림동","74","2","","","","5","1","1","1","","","","","","","","","","","34"
"20213","11620655","신원동","54","6","1","","","7","","1","","","1","","","","","","","","","10"
"20213","11620645","서원동","94","3","1","1","1","9","","","1","","","","","1","","","","","","27"
"20213","11620630","남현동","70","3","1","","","6","1","1","","","1","","","","","","","","","6"
"20213","11620625","인헌동","105","2","5","","","14","1","","1","1","","","2","","","","","","1","23"
"20213","11620615","중앙동","83","1","3","","1","14","","1","","","","","","","","","","","1","12"
"20213","11620605","은천동","123","6","","","","9","3","1","","1","","","","","","","","","","43"
"20213","11620595","청룡동","147","5","6","","1","23","","2","2","3","","","1","1","1","","","","1","15"
"20213","11620585","낙성대동","148","2","3","","","10","","1","","","37","","","","2","","","","","37"
"20213","11620575","행운동","111","3","3","1","2","12","1","2","2","1","","","","","","","","","","15"
"20213","11620565","성현동","104","4","","","","6","3","2","1","1","","","","","","","","","","38"
"20213","11620545","청림동","50","2","","","","4","2","","","","","","","","2","","","","","7"
"20213","11620525","보라매동","83","1","1","","","5","","1","1","1","","","","","","","","","","25"
"20213","11590680","신대방2동","109","7","7","1","","16","","1","1","1","","","","","","","","","","29"
"20213","11590670","신대방1동","83","3","1","","","10","3","1","1","","1","","","","","","","","1","15"
"20213","11590660","대방동","199","5","5","","","16","3","3","4","4","","","","","","","","","2","61"
"20213","11590651","사당5동","61","4","","","","3","1","2","1","1","","","","","","","","","","28"
"20213","11590650","사당4동","62","2","1","","","6","","","1","","","","1","","","","","","","4"
"20213","11590640","사당3동","88","3","1","","","5","","2","1","","3","","1","","","","","","1","30"
"20213","11590630","사당2동","179","3","2","","","14","","1","1","2","","","","","2","","","","4","36"
"20213","11590620","사당1동","126","4","6","","2","12","1","1","","","1","","","1","1","","","","2","13"
"20213","11590605","흑석동","195","6","6","1","","24","5","3","2","","16","","","","1","","","","1","50"
"20213","11590560","상도4동","112","3","1","","1","11","4","1","1","","","","","1","","","","","","36"
"20213","11590550","상도3동","113","2","2","","","11","","","1","","","","1","","","","","","","36"
"20213","11590540","상도2동","154","6","3","","","16","1","1","1","","","","1","","1","","","","1","41"
"20213","11590530","상도1동","201","5","4","","1","16","2","2","1","","23","","","","","","","","2","47"
"20213","11590520","노량진2동","72","5","4","","1","14","1","","","","","","","","1","","","","","14"
"20213","11590510","노량진1동","180","5","4","","","14","2","3","1","","1","","","","2","","","","3","57"
"20213","11560720","대림3동","126","2","7","","1","11","3","2","1","","2","","1","","","","","","2","46"
"20213","11560710","대림2동","86","4","2","1","","16","","2","","","1","","","","1","","","","","13"
"20213","11560700","대림1동","81","2","4","2","","18","","1","1","","","","2","","3","","","","","16"
"20213","11560690","신길7동","78","5","1","","","7","1","1","","","","","","","1","","","","1","32"
"20213","11560680","신길6동","123","4","1","","1","14","1","1","","1","","","1","","2","","","","1","29"
"20213","11560670","신길5동","66","3","","","","","1","1","1","1","","","","","5","","","","","31"
"20213","11560660","신길4동","43","1","1","","","2","2","1","","","","","","","","","","","","13"
"20213","11560650","신길3동","102","3","5","","1","12","3","1","","","","","","","2","","","","","32"
"20213","11560630","신길1동","85","1","2","1","1","13","","1","","","","","","","4","","","","2","25"
"20213","11560620","양평2동","131","8","6","","","7","1","2","1","2","","","","","3","","","","1","35"
"20213","11560610","양평1동","87","5","3","","1","6","","1","","1","","","","","1","","","","1","22"
"20213","11560605","문래동","185","8","9","","","17","","3","2","","","","","","2","","","","1","56"
"20213","11560585","도림동","66","2","","","","6","2","","","","","","","","","","","","","28"
"20213","11560560","당산2동","192","6","4","","","20","3","2","2","","","","","","","","","","2","46"
"20213","11560550","당산1동","131","6","5","","1","8","1","","","","","","","","12","","","","2","23"
"20213","11560540","여의동","399","23","70","1","","44","","2","2","2","","","","1","","","","","5","61"
"20213","11560535","영등포동","325","10","17","2","2","37","","1","","","1","","","1","16","","","","1","41"
"20213","11560515","영등포본동","94","4","","","","10","2","2","1","2","","","","1","2","","","","1","23"
"20213","11545710","시흥5동","106","3","","","","16","2","3","","","","","","","","","","","","37"
"20213","11545700","시흥4동","72","1","1","","","6","","1","1","","","","","","","","","","","27"
"20213","11545690","시흥3동","66","3","3","","","5","","1","1","1","","","","","1","","","","","21"
"20213","11545680","시흥2동","76","2","","","","3","2","3","1","2","","","","","","","","","","30"
"20213","11545670","시흥1동","223","9","7","1","2","25","2","3","1","1","","","","","3","","","","1","52"
"20213","11545640","독산4동","64","5","2","","1","4","","1","","","","","","","","","","","","16"
"20213","11545630","독산3동","119","4","4","","","14","2","2","2","1","","","1","","","","","","","29"
"20213","11545620","독산2동","73","2","1","","","8","","2","","","1","","","","","","","","","11"
"20213","11545610","독산1동","217","3","6","","2","17","2","4","3","","","","","1","3","","","","","74"
"20213","11545510","가산동","304","10","25","","1","21","2","","","","","","","1","17","","","","3","111"
"20213","11530800","항동","64","1","","","","2","1","1","","","10","","","","","","","","","37"
"20213","11530790","수궁동","154","3","1","","","5","2","1","1","6","","","1","","","","","","3","69"
"20213","11530780","오류2동","209","3","1","","1","9","6","3","2","1","","","","","","","","","1","86"
"20213","11530770","오류1동","122","5","4","","","11","3","1","","","","","","","","","","","1","22"
"20213","11530760","개봉3동","81","3","2","","","9","1","3","1","","","","1","1","","","","","","23"
"20213","11530750","개봉2동","116","3","3","","","10","2","","","","","","1","1","","","","","","26"
"20213","11530740","개봉1동","163","5","3","","1","11","2","1","2","","4","","1","","","","","","1","57"
"20213","11530730","고척2동","128","5","2","","1","11","","2","1","1","","","","","","","","","","40"
"20213","11530720","고척1동","135","5","4","1","1","9","","3","1","1","12","","8","","4","","","","","31"
"20213","11530595","가리봉동","74","","","","","6","","1","","1","","","","","23","","","","","8"
"20213","11530560","구로5동","167","5","4","","2","18","","3","1","1","2","1","","3","","","","","1","49"
"20213","11530550","구로4동","139","5","3","","","15","2","1","1","","","","1","","19","","","","","13"
"20213","11530540","구로3동","187","7","18","","","15","1","2","1","","","","","","5","","","","2","47"
"20213","11530530","구로2동","197","6","12","1","1","21","1","1","","1","","","7","","16","","","","1","48"
